image;objectUrl;title;inventoryNumber;autor;category;size;provenance;owner;material;technique;dating;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174934/C30710_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2038";Flakon z zastawy toaletowej;Wil.2417/1;Blaquiere Pierre Noel;Srebra;9,0 x 6,5 x 4,4;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;repusowanie , odlew , cyzelowanie;1808 - 1819, 1818 - 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174935/C30756_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2045";Flakon z zastawy toaletowej;Wil.2418/2;Blaquiere Pierre Noel;Srebra;9,0 x 4,3 x 3,8;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;repusowanie , odlew , cyzelowanie;1808 - 1819, 1818 - 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174936/C30766_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2046";Miseczka;Wil.2419;Baschelet Quentin;Srebra;3,5 x 14,3 x 20,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , nak?adka , odlew , cyzelowanie;1808 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174937/C33832_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2048";Lusterko z r?czk?;Wil.2420;nieznany;Srebra;17,5 x 10,0;Muzeum Pa?acu Króla Jana III w Wilanowie;tafla lustrzana , masa per?owa , srebro;mieszana;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174945/C30793_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2049";Miska;Wil.2424;Baschelet Quentin;Srebra;10,5 x 38,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , nak?adka , odlew , cyzelowanie;1808 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174946/C32571_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2050";Lejek;Wil.2425;nieznany;Srebra;8,0 x 8,4;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174950/C10256_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2051";Miseczka do p?ukania oczu;Wil.2429;Blaquiere Pierre Noel;Srebra;6,2 x 4,2;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , odlew , cyzelowanie;1808 - 1819, 1818 - 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174955/C30859_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2052";Lejek do perfum;Wil.2435;Blaquiere Pierre Noel;Srebra;3,5 x 2,7;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1808 - 1819, 1818 - 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174953/C30833_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2056";Pude?ko;Wil.2433;Baschelet Quentin;Srebra;2,8 x 6,3;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , nak?adka , odlew , cyzelowanie;1808 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175021/C49349_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2057";Szczoteczka do z?bów;Wil.3410;Blaquiere Pierre Noel;Srebra;14,5 x 1,3;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1808 - 1819, 1818 - 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174963/C33883_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2070";Pude?ko;Wil.2444;Aucoc Starszy C.;Srebra;9,7 x 7,3;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;wybijanie , z?ocenie , cyzelowanie;po 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2071";Pude?ko z zastawy toaletowej;Wil.2449;Aucoc Starszy C.;Srebra;3,8 x 8,0 x 4,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;z?ocenie , cyzelowanie;po 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174956/C33838_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2072";Pude?ko;Wil.2437/1;Aucoc Starszy C.;Srebra;3,7 x 5,3 x 7,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;wybijanie , z?ocenie , cyzelowanie;po 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174962/C33881_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2073";Pude?ko;Wil.2443;Aucoc Starszy C.;Srebra;5,8 x 6,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;z?ocenie , cyzelowanie;po 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174957/C33851_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2075";Lichtarzyk;Wil.2438/1;Aucoc Starszy C.;Srebra;6,2 x 7,2;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , z?ocenie , cyzelowanie;po 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174958/C33867_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2077";Flakon z zastawy toaletowej;Wil.2439;Blaquiere Pierre Noel;Srebra;11,0 x 6,5 x 4,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;z?ocenie , odlew , cyzelowanie;1818 - 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174959/C33876_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2078";Flakon z zastawy toaletowej;Wil.2440;Blaquiere Pierre Noel;Srebra;11,0 x 6,5 x 3,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;z?ocenie , odlew , cyzelowanie;1818 - 1938;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174964/C33889_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2080";Kubek do mycia z?bów;Wil.2445;Blaquiere Pierre Noel;Srebra;8,2 x 7,3;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;z?ocenie , odlew , cyzelowanie;1818 - 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174960/C10238_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2081";Pude?ko z zastawy toaletowej;Wil.2441;nieznany;Srebra;4,2 x 22,5 x 15,5;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;z?ocenie;XIX?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174961/C15006_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2082";Lusterko do z?bów;Wil.2442;nieznany;Srebra;6,2 x 2,8;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;z?ocenie;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174966/C33901_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2083";Pude?ko z zastawy toaletowej;Wil.2447;Blaquiere Pierre Noel;Srebra;3,8 x 9,5 x 4,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;z?ocenie , cyzelowanie;1818 - 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174965/C33895_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2084";Etui do szczoteczki do z?bów;Wil.2446;Blaquiere Pierre Noel;Srebra;4,0 x 16,5 x 4,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;z?ocenie , cyzelowanie;1818 - 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174967/C33907_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2085";Pude?ko z zastawy toaletowej;Wil.2448;Blaquiere Pierre Noel;Srebra;5,0 x 22,7 x 6,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;z?ocenie , cyzelowanie;1818 - 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175138/C36402WWW2_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2090";Lustro psyche;Wil.2456;Baschelet Quentin;Srebra;87,3 x 70,5 x 16,3;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;tafla lustrzana , srebro;wybijanie , nak?adka , odlew , cyzelowanie;1808 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174970/C36208_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2091";Talerzyk;Wil.2457;Bojanowski;Srebra;1,7 x 20,6;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1841;
"http://cyfrowezbiory.muzeum-wilanow.pl:85";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2094";?y?ka;Wil.2458/11;Naudin Francois Dominique;Srebra;19,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;z?ocenie , cyzelowanie;1808 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2169";Szufelka;Wil.2462/1;Naudin Francois Dominique;Srebra;23,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;z?ocenie , cyzelowanie;1808 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2229";Nó?;Wil.2459/65;Biennais Martin Guillaume;Srebra;20,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;z?ocenie , cyzelowanie;1808 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2290";Widelec;Wil.2460/55;Naudin Francois Dominique;Srebra;18,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;z?ocenie , cyzelowanie;1808 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2316";?y?ka pó?miskowa;Wil.2461/6;Naudin Francois Dominique;Srebra;21,8;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;z?ocenie , cyzelowanie;1808 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174982/C27633_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2322";Solniczka;Wil.2464/4;nieznany;Srebra;9,8 x 9,7;Rosja , Petersburg;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , z?ocenie , cyzelowanie;1841;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174984/C36213WWW_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2404";?y?ka wazowa;Wil.2483;nieznany;Srebra;34,0;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;z?ocenie;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174985/C30877_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2405";Pó?misek;Wil.2484/1;Odiot Jean Baptiste Claude;Srebra;3,2 x 48,2 x 30,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , odlew;1808 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174986/C30884_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2406";Pó?misek;Wil.2484/2;Karpinski M. , Odiot Jean Baptiste Claude;Srebra;3,2 x 45,2 x 30,5;Rosja , Petersburg;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , odlew;1826;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174987/C33920_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2408";Flakon - herbatnica;Wil.2492;Berel J.A.B.;Srebra;13,5 x 10,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;grawerowanie , odlew , cyzelowanie;1810 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174988/C33929_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2409";Lichtarz;Wil.2493/1;Berel J.A.B.;Srebra;22,0 x 10,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;grawerowanie , odlew , cyzelowanie;1810 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174989/C33944_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2410";Dzbanuszek;Wil.2494;Berel J.A.B.;Srebra;22,8 x 13,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro , drewno;grawerowanie , odlew;1810 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174990/C33959_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2412";Dzbanuszek;Wil.2495;Odiot Jean Baptiste Claude;Srebra;19,5 x 15,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro , drewno;grawerowanie , odlew;1808 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174991/C33970_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2414";Cukiernica;Wil.2497;Berel J.A.B.;Srebra;13,0 x 14,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro , drewno;kucie , z?ocenie , odlew;1810 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174992/C36299WWW_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2415";Waza;Wil.2498;Berel J.A.B.;Srebra;26,0 x 30,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1810 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174993/C33980_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2416";Palnik;Wil.2499;Berel J.A.B.;Srebra;9,0 x 12,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro , drewno;odlew , cyzelowanie;1810 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174994/C36218_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2422";Talerz;Wil.2500/4;Berel J.A.B.;Srebra;2,0 x 21,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1810 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174995/C30898_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2426";Talerz;Wil.2501/1;Berel J.A.B.;Srebra;2,4 x 26,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1810 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174998/C30904_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2428";Waza z pokryw?;Wil.2504/1;Biennais Martin Guillaume;Srebra;27,0 x 30,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174997/C36229_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2429";Waza z pokryw?;Wil.2504/2;Biennais Martin Guillaume;Srebra;27,0 x 30,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175004/C10258_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2431";Sosjerka;Wil.2512/2;Biennais Martin Guillaume;Srebra;20,0 x 23,5 x 10,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;z?ocenie , odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175029/C10263_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2433";Solniczka podwójna;Wil.3417;Biennais Martin Guillaume;Srebra;19,8 x 18,5 x 8,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;wybijanie , odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174996/C27652_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2434";Waza z pokryw?;Wil.2504/3;Biennais Martin Guillaume;Srebra;27,0 x 30,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175026/C30985_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2435";Waza z pokryw?;Wil.3414;Biennais Martin Guillaume;Srebra;39,0 x 44,0 x 30,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/174999/C10425_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2436";Pó?misek;Wil.2505/1;Biennais Martin Guillaume;Srebra;2,7 x 40,8 x 26,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175000/C30598_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2438";Pó?misek;Wil.2506/1;Biennais Martin Guillaume;Srebra;4,3 x 65,5 x 40,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175001/C27683_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2441";Pó?misek;Wil.2507/2;Biennais Martin Guillaume;Srebra;3,3 x 49,0 x 30,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175002/C27706_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2446";Talerz;Wil.2508/6;Biennais Martin Guillaume;Srebra;2,6 x 29,8;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175003/C10427_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2447";Talerz;Wil.2509/1;Biennais Martin Guillaume;Srebra;2,6 x 27,2;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175005/C10259_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2457";Naczynie do musztardy;Wil.2513/2;Biennais Martin Guillaume;Srebra;11,5 x 10,8;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;wybijanie , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175006/C30950_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2462";Pó?misek;Wil.2543/2;Biennais Martin Guillaume;Srebra;3,5 x 28,0 x 15,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2463";?y?ka pó?miskowa;Wil.2544/1;Dehanne Pierre Josephe;Srebra;27,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , odlew , cyzelowanie;1808 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175010/C36254_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2465";?y?ka pó?miskowa;Wil.2546/1;Gerbu Pierre Antoine Gabriel;Srebra;28,0 x 5,7;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , odlew , cyzelowanie;1808 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175009/C36258_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2466";?y?ka pó?miskowa;Wil.2546/2;Gerbu Pierre Antoine Gabriel;Srebra;28,0 x 5,7;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , odlew , cyzelowanie;1808 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175012/C10260_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2467";Kube?ek do szampana;Wil.2547/1;Biennais Martin Guillaume;Srebra;21,0 x 23,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175011/C27735_copy_v-2_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2468";Kube?ek do szampana;Wil.2547/2;Biennais Martin Guillaume;Srebra;21,0 x 23,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175013/C33996_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2471";Miska - wk?adka do wazy;Wil.2550;Odiot Jean Baptiste Claude;Srebra;9,5 x 30,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , odlew , cyzelowanie;1795 - 1809;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175014/C36263_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2472";Miska - wk?adka do wazy;Wil.2551/1;Biennais Martin Guillaume;Srebra;6,0 x 24,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175015/C32635WWW_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2476";?y?ka wazowa;Wil.2552;Okerblom Gustav Magnus;Srebra;36,0 x 11,0;Rosja , Petersburg;Muzeum Pa?acu Króla Jana III w Wilanowie;z?oto , srebro;platerowanie z?otem , z?ocenie;1839;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175016/C30621_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2477";Miote?ka;Wil.2553;nieznany;Srebra;36,3;Muzeum Pa?acu Króla Jana III w Wilanowie;w?osie , srebro , drewno;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175017/C30628_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2478";Nó? do ryb;Wil.2554;Clerin Aimee Catherine (wdowa Lecour) , Lecour Clerin;Srebra;36,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro , ko??;grawerowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175018/C41041_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2483";Taca;Wil.2562;nieznany;Srebra;5,5 x 59,0 x 41,0;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;XIX?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/180607/C10763_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2490";?aba - kraszuarka;Wil.2567/1;Sztuka Azji;13,5 x 18,5 x 26,0;Chiny;Muzeum Pa?acu Króla Jana III w Wilanowie;porcelana;szkliwienie;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/180588/C25135_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2492";Talerz z porwaniem Dejaniry;Wil.2569;Ceramika;4,3 x 24,2;W?ochy , Urbino;Muzeum Pa?acu Króla Jana III w Wilanowie;majolika;farby podszkliwne;1540 - 1550?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169803/C05074_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2607";Cerera (Lato) - figurka;Wil.2597;Dangel Joseph , Gmandtner Johann;Ceramika;20,1 x 8,5 x 6,6;Wiede? , Austria;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy , rytowanie;1790;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193864/C85377_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/2615";Waza z pokryw?;Wil.260;nieznany;Rze?ba;42,0 x 20,0;Muzeum Pa?acu Króla Jana III w Wilanowie;alabaster;rze?bienie;XVIII?;
